drug_name,category
warfarin,Vitamin K antagonists
phenprocoumon,Vitamin K antagonists
acenocoumarol,Vitamin K antagonists
ethyl biscoumacetate,Vitamin K antagonists
clorindione,Vitamin K antagonists
diphenadione,Vitamin K antagonists
tioclomarol,Vitamin K antagonists
fluindione,Vitamin K antagonists
heparin,Heparin group
antithrombin iii,Heparin group
dalteparin,Heparin group
enoxaparin,Heparin group
nadroparin,Heparin group
parnaparin,Heparin group
reviparin,Heparin group
danaparoid,Heparin group
tinzaparin,Heparin group
sulodexide,Heparin group
bemiparin,Heparin group
"heparin, combinations",Heparin group
ditazole,Platelet aggregation inhibitors excl. heparin
cloricromen,Platelet aggregation inhibitors excl. heparin
picotamide,Platelet aggregation inhibitors excl. heparin
clopidogrel,Platelet aggregation inhibitors excl. heparin
ticlopidine,Platelet aggregation inhibitors excl. heparin
dipyridamole,Platelet aggregation inhibitors excl. heparin
carbasalate calcium,Platelet aggregation inhibitors excl. heparin
epoprostenol,Platelet aggregation inhibitors excl. heparin
indobufen,Platelet aggregation inhibitors excl. heparin
iloprost,Platelet aggregation inhibitors excl. heparin
abciximab,Platelet aggregation inhibitors excl. heparin
aloxiprin,Platelet aggregation inhibitors excl. heparin
eptifibatide,Platelet aggregation inhibitors excl. heparin
tirofiban,Platelet aggregation inhibitors excl. heparin
triflusal,Platelet aggregation inhibitors excl. heparin
beraprost,Platelet aggregation inhibitors excl. heparin
treprostinil,Platelet aggregation inhibitors excl. heparin
prasugrel,Platelet aggregation inhibitors excl. heparin
cilostazol,Platelet aggregation inhibitors excl. heparin
ticagrelor,Platelet aggregation inhibitors excl. heparin
cangrelor,Platelet aggregation inhibitors excl. heparin
vorapaxar,Platelet aggregation inhibitors excl. heparin
selexipag,Platelet aggregation inhibitors excl. heparin
"acetylsalicylic acid, combinations with proton pump inhibitors",Platelet aggregation inhibitors excl. heparin
streptokinase,Enzymes
alteplase,Enzymes
anistreplase,Enzymes
urokinase,Enzymes
fibrinolysin,Enzymes
brinase,Enzymes
reteplase,Enzymes
saruplase,Enzymes
ancrod,Enzymes
drotrecogin alfa (activated),Enzymes
tenecteplase,Enzymes
protein c,Enzymes
desirudin,Direct thrombin inhibitors
lepirudin,Direct thrombin inhibitors
argatroban,Direct thrombin inhibitors
melagatran,Direct thrombin inhibitors
ximelagatran,Direct thrombin inhibitors
bivalirudin,Direct thrombin inhibitors
dabigatran etexilate,Direct thrombin inhibitors
rivaroxaban,Direct factor Xa inhibitors
apixaban,Direct factor Xa inhibitors
edoxaban,Direct factor Xa inhibitors
betrixaban,Direct factor Xa inhibitors
defibrotide,Other antithrombotic agents
dermatan sulfate,Other antithrombotic agents
fondaparinux,Other antithrombotic agents
caplacizumab,Other antithrombotic agents
aminocaproic acid,Amino acids
tranexamic acid,Amino acids
aminomethylbenzoic acid,Amino acids
aprotinin,Proteinase inhibitors
alfa1 antitrypsin,Proteinase inhibitors
camostat,Proteinase inhibitors
ulinastatin,Proteinase inhibitors
phytomenadione,Vitamin K
menadione,Vitamin K
"fibrinogen, human",Fibrinogen
absorbable gelatin sponge,Local hemostatics
oxidized cellulose,Local hemostatics
tetragalacturonic acid hydroxymethylester,Local hemostatics
thrombin,Local hemostatics
collagen,Local hemostatics
calcium alginate,Local hemostatics
"coagulation factor ix, ii, vii and x in combination",Blood coagulation factors
coagulation factor viii,Blood coagulation factors
factor viii inhibitor bypassing activity,Blood coagulation factors
coagulation factor ix,Blood coagulation factors
coagulation factor vii,Blood coagulation factors
von willebrand factor and coagulation factor viii in combination,Blood coagulation factors
coagulation factor xiii,Blood coagulation factors
coagulation factor viia,Blood coagulation factors
von willebrand factor,Blood coagulation factors
catridecacog,Blood coagulation factors
coagulation factor x,Blood coagulation factors
susoctocog alfa,Blood coagulation factors
etamsylate,Other systemic hemostatics
carbazochrome,Other systemic hemostatics
batroxobin,Other systemic hemostatics
romiplostim,Other systemic hemostatics
eltrombopag,Other systemic hemostatics
emicizumab,Other systemic hemostatics
lusutrombopag,Other systemic hemostatics
avatrombopag,Other systemic hemostatics
fostamatinib,Other systemic hemostatics
ferrous glycine sulfate,"Iron bivalent, oral preparations"
ferrous fumarate,"Iron bivalent, oral preparations"
ferrous gluconate,"Iron bivalent, oral preparations"
ferrous carbonate,"Iron bivalent, oral preparations"
ferrous chloride,"Iron bivalent, oral preparations"
ferrous succinate,"Iron bivalent, oral preparations"
ferrous sulfate,"Iron bivalent, oral preparations"
ferrous tartrate,"Iron bivalent, oral preparations"
ferrous aspartate,"Iron bivalent, oral preparations"
ferrous ascorbate,"Iron bivalent, oral preparations"
ferrous iodine,"Iron bivalent, oral preparations"
ferrous sodium citrate,"Iron bivalent, oral preparations"
ferric sodium citrate,"Iron trivalent, oral preparations"
saccharated iron oxide,"Iron trivalent, oral preparations"
sodium feredetate,"Iron trivalent, oral preparations"
ferric hydroxide,"Iron trivalent, oral preparations"
ferric oxide polymaltose complexes,"Iron trivalent, oral preparations"
chondroitin sulfate-iron complex,"Iron trivalent, oral preparations"
ferric acetyl transferrin,"Iron trivalent, oral preparations"
ferric proteinsuccinylate,"Iron trivalent, oral preparations"
ferric maltol,"Iron trivalent, oral preparations"
ferrous amino acid complex,Iron in combination with folic acid
"iron, vitamin b12 and folic acid",Iron in other combinations
"iron, multivitamins and folic acid",Iron in other combinations
iron and multivitamins,Iron in other combinations
"iron, multivitamins and minerals",Iron in other combinations
various combinations,Iron in other combinations
cyanocobalamin,Vitamin B12 (cyanocobalamin and analogues)
cyanocobalamin tannin complex,Vitamin B12 (cyanocobalamin and analogues)
hydroxocobalamin,Vitamin B12 (cyanocobalamin and analogues)
cobamamide,Vitamin B12 (cyanocobalamin and analogues)
mecobalamin,Vitamin B12 (cyanocobalamin and analogues)
"cyanocobalamin, combinations",Vitamin B12 (cyanocobalamin and analogues)
"hydroxocobalamin, combinations",Vitamin B12 (cyanocobalamin and analogues)
folic acid,Folic acid and derivatives
"folic acid, combinations",Folic acid and derivatives
erythropoietin,Other antianemic preparations
darbepoetin alfa,Other antianemic preparations
methoxy polyethylene glycol-epoetin beta,Other antianemic preparations
peginesatide,Other antianemic preparations
roxadustat,Other antianemic preparations
luspatercept,Other antianemic preparations
albumin,Blood substitutes and plasma protein fractions
other plasma protein fractions,Blood substitutes and plasma protein fractions
fluorocarbon blood substitutes,Blood substitutes and plasma protein fractions
dextran,Blood substitutes and plasma protein fractions
gelatin agents,Blood substitutes and plasma protein fractions
hydroxyethylstarch,Blood substitutes and plasma protein fractions
hemoglobin crosfumaril,Blood substitutes and plasma protein fractions
hemoglobin raffimer,Blood substitutes and plasma protein fractions
hemoglobin glutamer (bovine),Blood substitutes and plasma protein fractions
erythrocytes,Other blood products
thrombocytes,Other blood products
blood plasma,Other blood products
stem cells from umbilical cord blood,Other blood products
amino acids,Solutions for parenteral nutrition
fat emulsions,Solutions for parenteral nutrition
carbohydrates,Solutions for parenteral nutrition
protein hydrolysates,Solutions for parenteral nutrition
electrolytes,Solutions affecting the electrolyte balance
electrolytes with carbohydrates,Solutions affecting the electrolyte balance
trometamol,Solutions affecting the electrolyte balance
electrolytes in combination with other drugs,Solutions affecting the electrolyte balance
carbamide,Solutions producing osmotic diuresis
cetylpyridinium,Antiinfectives
nitrofural,Antiinfectives
sulfamethizole,Antiinfectives
taurolidine,Antiinfectives
mandelic acid,Antiinfectives
noxytiolin,Antiinfectives
ethacridine lactate,Antiinfectives
sodium citrate,Salt solutions
sodium bicarbonate,Salt solutions
glucose,Other irrigating solutions
glycine,Other irrigating solutions
ammonium chloride,Electrolyte solutions
"potassium phosphate, incl. combinations with other potassium salts",Electrolyte solutions
sodium acetate,Electrolyte solutions
magnesium phosphate,Electrolyte solutions
zinc chloride,Electrolyte solutions
sodium glycerophosphate,Electrolyte solutions
potassium lactate,Electrolyte solutions
cardioplegia solutions,Electrolyte solutions
potassium acetate,Electrolyte solutions
combinations of electrolytes,Electrolyte solutions
arginine hydrochloride,Amino acids
alanyl glutamine,Amino acids
lysine,Amino acids
fibrinolysin and desoxyribonuclease,Enzymes
hyaluronidase,Enzymes
chymotrypsin,Enzymes
trypsin,Enzymes
desoxyribonuclease,Enzymes
"streptokinase, combinations",Enzymes
hemin,Heme products
"c1-inhibitor, plasma derived",Drugs used in hereditary angioedema
icatibant,Drugs used in hereditary angioedema
ecallantide,Drugs used in hereditary angioedema
conestat alfa,Drugs used in hereditary angioedema
lanadelumab,Drugs used in hereditary angioedema
crizanlizumab,Other hematological agents
betibeglogene autotemcel,Other hematological agents
acetyldigitoxin,Digitalis glycosides
acetyldigoxin,Digitalis glycosides
digitalis leaves,Digitalis glycosides
digitoxin,Digitalis glycosides
digoxin,Digitalis glycosides
lanatoside c,Digitalis glycosides
deslanoside,Digitalis glycosides
metildigoxin,Digitalis glycosides
gitoformate,Digitalis glycosides
"acetyldigoxin, combinations",Digitalis glycosides
proscillaridin,Scilla glycosides
"proscillaridin, combinations",Scilla glycosides
g-strophanthin,Strophanthus glycosides
cymarin,Strophanthus glycosides
peruvoside,Other cardiac glycosides
quinidine,"Antiarrhythmics, class Ia"
procainamide,"Antiarrhythmics, class Ia"
disopyramide,"Antiarrhythmics, class Ia"
sparteine,"Antiarrhythmics, class Ia"
ajmaline,"Antiarrhythmics, class Ia"
prajmaline,"Antiarrhythmics, class Ia"
lorajmine,"Antiarrhythmics, class Ia"
hydroquinidine,"Antiarrhythmics, class Ia"
"quinidine, combinations excl. psycholeptics","Antiarrhythmics, class Ia"
"quinidine, combinations with psycholeptics","Antiarrhythmics, class Ia"
lidocaine,"Antiarrhythmics, class Ib"
mexiletine,"Antiarrhythmics, class Ib"
tocainide,"Antiarrhythmics, class Ib"
aprindine,"Antiarrhythmics, class Ib"
propafenone,"Antiarrhythmics, class Ic"
flecainide,"Antiarrhythmics, class Ic"
lorcainide,"Antiarrhythmics, class Ic"
encainide,"Antiarrhythmics, class Ic"
ethacizine,"Antiarrhythmics, class Ic"
amiodarone,"Antiarrhythmics, class III"
bretylium tosilate,"Antiarrhythmics, class III"
bunaftine,"Antiarrhythmics, class III"
dofetilide,"Antiarrhythmics, class III"
ibutilide,"Antiarrhythmics, class III"
tedisamil,"Antiarrhythmics, class III"
dronedarone,"Antiarrhythmics, class III"
moracizine,"Other antiarrhythmics, class I and III"
cibenzoline,"Other antiarrhythmics, class I and III"
vernakalant,"Other antiarrhythmics, class I and III"
etilefrine,Adrenergic and dopaminergic agents
isoprenaline,Adrenergic and dopaminergic agents
norepinephrine,Adrenergic and dopaminergic agents
dopamine,Adrenergic and dopaminergic agents
norfenefrine,Adrenergic and dopaminergic agents
phenylephrine,Adrenergic and dopaminergic agents
dobutamine,Adrenergic and dopaminergic agents
oxedrine,Adrenergic and dopaminergic agents
metaraminol,Adrenergic and dopaminergic agents
methoxamine,Adrenergic and dopaminergic agents
mephentermine,Adrenergic and dopaminergic agents
dimetofrine,Adrenergic and dopaminergic agents
prenalterol,Adrenergic and dopaminergic agents
dopexamine,Adrenergic and dopaminergic agents
gepefrine,Adrenergic and dopaminergic agents
ibopamine,Adrenergic and dopaminergic agents
midodrine,Adrenergic and dopaminergic agents
octopamine,Adrenergic and dopaminergic agents
fenoldopam,Adrenergic and dopaminergic agents
cafedrine,Adrenergic and dopaminergic agents
arbutamine,Adrenergic and dopaminergic agents
theodrenaline,Adrenergic and dopaminergic agents
amezinium metilsulfate,Adrenergic and dopaminergic agents
ephedrine,Adrenergic and dopaminergic agents
droxidopa,Adrenergic and dopaminergic agents
"etilefrine, combinations",Adrenergic and dopaminergic agents
amrinone,Phosphodiesterase inhibitors
milrinone,Phosphodiesterase inhibitors
enoximone,Phosphodiesterase inhibitors
bucladesine,Phosphodiesterase inhibitors
angiotensinamide,Other cardiac stimulants
xamoterol,Other cardiac stimulants
levosimendan,Other cardiac stimulants
angiotensin ii,Other cardiac stimulants
glyceryl trinitrate,Organic nitrates
methylpropylpropanediol dinitrate,Organic nitrates
pentaerithrityl tetranitrate,Organic nitrates
propatylnitrate,Organic nitrates
isosorbide dinitrate,Organic nitrates
trolnitrate,Organic nitrates
eritrityl tetranitrate,Organic nitrates
isosorbide mononitrate,Organic nitrates
organic nitrates in combination,Organic nitrates
